Id_Tempat,Nama_Tempat,Rating,Jumlah_Ulasan,Kategori,Latitude,Longitude,Link,Estimasi_Harga,Sumber_Data,Link_Sumber
1,Air Terjun Grojogan Sewu Pujon,4.4,1141,Wisata Umum,-7.8664128,112.4233498,https://www.google.com/maps/place/Air+Terjun+Grojogan+Sewu+Pujon/data=!4m7!3m6!1s0x2e7887a1073e1ce7:0x4fdbae6fe33510b0!8m2!3d-7.8664128!4d112.4233498!16s%2Fg%2F11b6_nvy3v!19sChIJ5xw-B6GHeC4RsBA142-u208?authuser=0&hl=id&rclk=1,2000,24travel.id,https://24travel.id/coban-grojogan-sewu-malang/?srsltid=AfmBOoofEbYemnMRVafsOhx1bqD697DBA1UVAPlqHhXpHsCYHhJMtquN
2,Waduk selorejo,4.6,38,Taman · 49C7+J3W,-7.878545,112.3624967,https://www.google.com/maps/place/Waduk+selorejo/data=!4m7!3m6!1s0x2e7889e9f7f5203b:0xed5500376a5f2e2a!8m2!3d-7.878545!4d112.3624967!16s%2Fg%2F11s1tsjmhm!19sChIJOyD19-mJeC4RKi5fajcAVe0?authuser=0&hl=id&rclk=1,20000,traveloka.com,https://www.traveloka.com/id-id/explore/destination/waduk-selorejo-di-jawa-timur-acc/410639
3,TRANS Wisata Belah Duren,4.1,86,TRANS Wisata Belah Duren,-7.7807735,112.3467097,https://www.google.com/maps/place/TRANS+Wisata+Belah+Duren/data=!4m7!3m6!1s0x2e7863116fa98781:0xdaa840953274420d!8m2!3d-7.7807735!4d112.3467097!16s%2Fg%2F11g2sj5qcy!19sChIJgYepbxFjeC4RDUJ0MpVAqNo?authuser=0&hl=id&rclk=1,25000,instagram.com,https://www.instagram.com/p/DWDZT_8gadV/
4,Candi Bocok,4.7,21,Tujuan Wisata · 586F+GJH,-7.8386963,112.3241245,https://www.google.com/maps/place/Candi+Bocok/data=!4m7!3m6!1s0x2e7861558760921b:0xd2041c0c566354e7!8m2!3d-7.8386963!4d112.3241245!16s%2Fg%2F11g0gpsyqk!19sChIJG5Jgh1VheC4R51RjVgwcBNI?authuser=0&hl=id&rclk=1,5000,tirtajayatravel.com,https://tirtajayatravel.com/29-wisata-edukasi-malang-cocok-buat-anak/
5,Kasembon Park,4.4,948,Wisata Umum,-7.781962,112.3103874,https://www.google.com/maps/place/Kasembon+Park/data=!4m7!3m6!1s0x2e786149e41ee293:0x5df94a282b525130!8m2!3d-7.781962!4d112.3103874!16s%2Fg%2F11cjk589_3!19sChIJk-Ie5ElheC4RMFFSKyhK-V0?authuser=0&hl=id&rclk=1,12000,matic.malangkab.go.id,https://matic.malangkab.go.id/listing/kasembon-park-k-park
6,Fishing Sultan Class,4.9,41,Tujuan Wisata · ,-7.8634029,112.3749716,https://www.google.com/maps/place/Fishing+Sultan+Class/data=!4m7!3m6!1s0x2e7889a3a591a8f7:0xb35514a9b10fd516!8m2!3d-7.8634029!4d112.3749716!16s%2Fg%2F11ny3h5c1f!19sChIJ96iRpaOJeC4RFtUPsakUVbM?authuser=0&hl=id&rclk=1,5000,id.trip.com,https://id.trip.com/travel-guide/attraction/ngantang/fishing-sultan-class-142577799?scene=gsDestination
7,Candi Sapto,4.4,35,Tujuan Wisata · ,-7.8130262,112.3254113,https://www.google.com/maps/place/Candi+Sapto/data=!4m7!3m6!1s0x2e7861791d2a5b43:0x8d04124eb56735f!8m2!3d-7.8130262!4d112.3254113!16s%2Fg%2F11f__79n8d!19sChIJQ1sqHXlheC4RX3NW6yRB0Ag?authuser=0&hl=id&rclk=1,5000,pikiran-rakyat.com,https://www.pikiran-rakyat.com/gaya-hidup/pr-018986465/8-candi-di-malang-alamat-dan-harga-tiket-masuk?page=all
8,"Wisata Bukit Gandrung, Tanggulasi",4.4,2171,"Wisata Bukit Gandrung, Tanggulasi",-7.761606,112.348711,"https://www.google.com/maps/place/Wisata+Bukit+Gandrung,+Tanggulasi/data=!4m7!3m6!1s0x2e786411acd09b93:0xbf6680c49cadedee!8m2!3d-7.761606!4d112.348711!16s%2Fg%2F11c5_ymx2w!19sChIJk5vQrBFkeC4R7u2tnMSAZr8?authuser=0&hl=id&rclk=1",10000,surabaya.kompas.com,https://surabaya.kompas.com/read/2023/09/28/211200878/bukit-gandrung-di-kediri-daya-tarik-harga-tiket-jam-buka-dan-rute
9,Air Terjun Coban Rondo Pujon,4.5,12340,Wisata Umum,-7.8846458,112.4768237,https://www.google.com/maps/place/Air+Terjun+Coban+Rondo+Pujon/data=!4m7!3m6!1s0x2e7887009890ac2f:0x9f46ac987d3e2274!8m2!3d-7.8846458!4d112.4768237!16s%2Fg%2F113qbkqbp!19sChIJL6yQmACHeC4RdCI-fZisRp8?authuser=0&hl=id&rclk=1,5000,tiket.com,https://www.tiket.com/id-id/to-do/air-terjun-coban-rondo
10,Taman Wisata Blendrang,4.3,533,Taman Wisata Blendrang,-7.859486,112.367841,https://www.google.com/maps/place/Taman+Wisata+Blendrang/data=!4m7!3m6!1s0x2e7889da210c07bb:0x9bf5ec0a22a87100!8m2!3d-7.859486!4d112.367841!16s%2Fg%2F11gcn67z_8!19sChIJuwcMIdqJeC4RAHGoIgrs9Zs?authuser=0&hl=id&rclk=1,10000,radarmalang.jawapos.com,https://radarmalang.jawapos.com/wisata-kuliner/816576405/5-tempat-wisata-murah-meriah-di-malang-untuk-keluarga
11,Taman Wisata Selorejo,4.2,4555,Taman Wisata Selorejo,-7.8773978,112.3610311,https://www.google.com/maps/place/Taman+Wisata+Selorejo/data=!4m7!3m6!1s0x2e7889bf02165557:0x813f336020e97529!8m2!3d-7.8773978!4d112.3610311!16s%2Fg%2F11cn3rwbrv!19sChIJV1UWAr-JeC4RKXXpIGAzP4E?authuser=0&hl=id&rclk=1,13000,travelspromo.com,https://travelspromo.com/htm-wisata/taman-wisata-selorejo-malang/
12,Air Terjun Coban Kethak,4.1,713,Wisata Umum,-7.8028103,112.3569176,https://www.google.com/maps/place/Air+Terjun+Coban+Kethak/data=!4m7!3m6!1s0x2e78616e91d97fff:0xed38d1626417a36e!8m2!3d-7.8028103!4d112.3569176!16s%2Fg%2F11b6g99tc8!19sChIJ_3_ZkW5heC4RbqMXZGLROO0?authuser=0&hl=id&rclk=1,5000,travelspromo.com,https://travelspromo.com/htm-wisata/coban-kethak-malang/
13,Bukit Nirwana,4.4,1282,Tujuan Wisata · ,-7.8617098,112.4600165,https://www.google.com/maps/place/Bukit+Nirwana/data=!4m7!3m6!1s0x2e7887a7729d0319:0xdd4ad7e0ecb9ecb3!8m2!3d-7.8617098!4d112.4600165!16s%2Fg%2F11gjn8q9cj!19sChIJGQOdcqeHeC4Rs-y57ODXSt0?authuser=0&hl=id&rclk=1,10000,traveloka.com,https://www.traveloka.com/id-id/explore/destination/bukit-nirwana-acc/395954
14,Bukit Teletubbies Batu,4.4,827,Wisata Umum,-7.85376,112.5395231,https://www.google.com/maps/place/Bukit+Teletubbies+Batu/data=!4m7!3m6!1s0x2e7880a4c4c33f49:0x72cc357790451e04!8m2!3d-7.85376!4d112.5395231!16s%2Fg%2F11c54d32lq!19sChIJST_DxKSAeC4RBB5FkHc1zHI?authuser=0&hl=id&rclk=1,15000,glints.com,https://glints.com/id/lowongan/tempat-wisata-di-malang/
15,Brakseng,4.7,1241,Wisata Umum,-7.7552845,112.5405447,https://www.google.com/maps/place/Brakseng/data=!4m7!3m6!1s0x2e7879501006adb3:0x52cb5f75d2f60c8e!8m2!3d-7.7552845!4d112.5405447!16s%2Fg%2F11c70cdm0f!19sChIJs60GEFB5eC4Rjgz20nVfy1I?authuser=0&hl=id&rclk=1,10000,traveloka.com,https://www.traveloka.com/id-id/explore/destination/brakseng-kota-batu-trp/598440
16,Wisata Rafting Kali Uceng Desa Kasembon,4.5,125,Wisata Umum,-7.7886842,112.3124052,https://www.google.com/maps/place/Wisata+Rafting+Kali+Uceng+Desa+Kasembon/data=!4m7!3m6!1s0x2e786126b1f3bd4b:0xe4935c601a108f1c!8m2!3d-7.7886842!4d112.3124052!16s%2Fg%2F11ht04tq4q!19sChIJS73zsSZheC4RHI8QGmBck-Q?authuser=0&hl=id&rclk=1,175000,instagram.com,https://www.instagram.com/reel/DLRspEGRMKQ/
17,Desa Wisata Pujonkidul,4.5,6581,Desa Wisata Pujonkidul,-7.8557059,112.4558603,https://www.google.com/maps/place/Desa+Wisata+Pujonkidul/data=!4m7!3m6!1s0x2e78878faaaaaaab:0x4be58f3cd7ca4dfe!8m2!3d-7.8557059!4d112.4558603!16s%2Fg%2F11f2w5s8vq!19sChIJq6qqqo-HeC4R_k3K1zyP5Us?authuser=0&hl=id&rclk=1,13000,travel.kompas.com,https://travel.kompas.com/read/2024/03/29/123700327/harga-dan-jam-buka-desa-wisata-pujon-kidul-malang
18,Taman Kemesraan,4.5,2768,Taman Kemesraan,-7.8620838,112.4278752,https://www.google.com/maps/place/Taman+Kemesraan/data=!4m7!3m6!1s0x2e78897662fd56d5:0xeddaf0f676a6d32a!8m2!3d-7.8620838!4d112.4278752!16s%2Fg%2F11fr5vmvw2!19sChIJ1Vb9YnaJeC4RKtOmdvbw2u0?authuser=0&hl=id&rclk=1,15000,travel.kompas.com,https://travel.kompas.com/read/2024/04/11/220500927/harga-tiket-lokasi-dan-jam-buka--taman-kemesraan-pujon-malang?page=all
19,Pemandian Sumber Seger Waras,4.6,31,Tujuan Wisata · 498P+HF5,-7.8847654,112.3854439,https://www.google.com/maps/place/Pemandian+Sumber+Seger+Waras/data=!4m7!3m6!1s0x2e788925e2232451:0xe0e12fd44fd9e0e7!8m2!3d-7.8847654!4d112.3854439!16s%2Fg%2F11t_t62j2m!19sChIJUSQj4iWJeC4R5-DZT9Qv4eA?authuser=0&hl=id&rclk=1,5000,gresiksatu.com,https://www.gresiksatu.com/pemandian-kalireco-konsep-wisata-segar-menyatu-dengan-alam/
20,Jembatan Gantung Selorejo Ngantang,4.4,55,Wisata Umum,-7.8786011,112.3616564,https://www.google.com/maps/place/Jembatan+Gantung+Selorejo+Ngantang/data=!4m7!3m6!1s0x2e7889be8d9a1e21:0x95c20369b458568a!8m2!3d-7.8786011!4d112.3616564!16s%2Fg%2F11dymvyq2s!19sChIJIR6ajb6JeC4RilZYtGkDwpU?authuser=0&hl=id&rclk=1,25000,paketoutboundmalang.com,https://paketoutboundmalang.com/waduk-selorejo/
21,Pasar Wisata Dewi Sri,4.4,9136,Pasar Wisata Dewi Sri,-7.8394872,112.4504093,https://www.google.com/maps/place/Pasar+Wisata+Dewi+Sri/data=!4m7!3m6!1s0x2e787d5d2c61df1f:0x8cce84dc0c794f82!8m2!3d-7.8394872!4d112.4504093!16s%2Fg%2F11bw8m1dxk!19sChIJH99hLF19eC4Rgk95DNyEzow?authuser=0&hl=id&rclk=1,3000,jasayasa.malangkab.go.id,https://jasayasa.malangkab.go.id/berita/jasayasaadmin-pasar-wisata-pemandian-dewi-sri-outbond-rafting
23,Monumen Palagan Mendalan,4.8,33,Wisata Umum,-7.848416,112.3721744,https://www.google.com/maps/place/Monumen+Palagan+Mendalan/data=!4m7!3m6!1s0x2e78627a2c242e89:0x8b88f7ecac536a2a!8m2!3d-7.848416!4d112.3721744!16s%2Fg%2F11b6zlpj2g!19sChIJiS4kLHpieC4RKmpTrOz3iIs?authuser=0&hl=id&rclk=1,30000,id.trip.com,https://id.trip.com/travel-guide/attraction/ngantang/monumen-palagan-mendalan-142335372/
24,Watu Gilang (ꦮꦠꦸꦒꦶꦭꦁ),4.2,52,Wisata Umum,-7.8286324,112.4212523,https://www.google.com/maps/place/Watu+Gilang+%28%EA%A6%AE%EA%A6%A0%EA%A6%B8%EA%A6%92%EA%A6%B6%EA%A6%AD%EA%A6%81%29/data=!4m7!3m6!1s0x2e7862c9bfa3e7c7:0x22fc9ec94843711d!8m2!3d-7.8286324!4d112.4212523!16s%2Fg%2F11hb2zncv8!19sChIJx-ejv8lieC4RHXFDSMme_CI?authuser=0&hl=id&rclk=1,15000,matic.malangkab.go.id,https://matic.malangkab.go.id/listing/situs-watu-gilang
25,Wisata Desa BONPI / de' Asmorondono,4.4,53,Wisata Umum,-7.8386369,112.4540645,https://www.google.com/maps/place/Wisata+Desa+BONPI+%2F+de%27+Asmorondono/data=!4m7!3m6!1s0x2e787d680e729355:0xe1335e0c498a33!8m2!3d-7.8386369!4d112.4540645!16s%2Fg%2F11fy1dv09q!19sChIJVZNyDmh9eC4RM4pJDF4z4QA?authuser=0&hl=id&rclk=1,10000,matic.malangkab.go.id,https://matic.malangkab.go.id/listing/wisata-pegunungan-waterpark-bonpi
26,Bukit Waung,4.5,577,Wisata Umum,-8.3488921,112.3677835,https://www.google.com/maps/place/Bukit+Waung/data=!4m7!3m6!1s0x2e78b09ce2da744d:0xe372039136f8cbfa!8m2!3d-8.3488921!4d112.3677835!16s%2Fg%2F11dftdvgk8!19sChIJTXTa4pyweC4R-sv4NpEDcuM?authuser=0&hl=id&rclk=1,10000,24travel.id,https://24travel.id/pantai-modangan-malang/?srsltid=AfmBOorPjr5kB1eqtXkxdDskbvecTG_8z88GPLJ1D13Kui8Fld3w4MDE
27,TAMAN WISATA BEDENGAN,4.4,305,TAMAN WISATA BEDENGAN,-8.2545759,112.4407654,https://www.google.com/maps/place/TAMAN+WISATA+BEDENGAN/data=!4m7!3m6!1s0x2e78a38a39371df7:0x222af8bb41ab967b!8m2!3d-8.2545759!4d112.4407654!16s%2Fg%2F11jcn72ts1!19sChIJ9x03OYqjeC4Re5arQbv4KiI?authuser=0&hl=id&rclk=1,10000,youtube.com,https://www.youtube.com/watch?v=HAig3UPxAa0
28,Pantai Pasir Panjang Ngeliyep,4.6,386,Pantai Pasir Panjang Ngeliyep,-8.3812357,112.4204755,https://www.google.com/maps/place/Pantai+Pasir+Panjang+Ngeliyep/data=!4m7!3m6!1s0x2e78b02ce0952f11:0xdbe914b3d6c27c16!8m2!3d-8.3812357!4d112.4204755!16s%2Fg%2F11cn0qgd8r!19sChIJES-V4CyweC4RFnzC1rMU6ds?authuser=0&hl=id&rclk=1,15000,ongistravel.com,https://ongistravel.com/pantai-ngliyep-malang/?srsltid=AfmBOoqRUJt7ub_eT_XvVVDDxa-6msr0MY-dkgFOK6PqbFw8v3X10b81
29,Bukit Nuri,4.3,81,Wisata Umum,-8.3412196,112.4358047,https://www.google.com/maps/place/Bukit+Nuri/data=!4m7!3m6!1s0x2e78afd68d980dcf:0xea339e2c4a2b9d59!8m2!3d-8.3412196!4d112.4358047!16s%2Fg%2F11ghr9w80q!19sChIJzw2YjdaveC4RWZ0rSiyeM-o?authuser=0&hl=id&rclk=1,10000,rumah123.com,https://www.rumah123.com/explore/kota-malang/bukit-nirwana/
30,Teluk BIDADARI ꦠ꧀ꦭꦒꦮꦶꦢꦢꦫꦶ,4.0,21,Wisata Umum,-8.4034435,112.5054449,https://www.google.com/maps/place/Teluk+BIDADARI+%EA%A6%A0%EA%A7%80%EA%A6%AD%EA%A6%92%EA%A6%AE%EA%A6%B6%EA%A6%A2%EA%A6%A2%EA%A6%AB%EA%A6%B6/data=!4m7!3m6!1s0x2e78aebc1eba107f:0x3fadd6a46f190239!8m2!3d-8.4034435!4d112.5054449!16s%2Fg%2F11c5s8s545!19sChIJfxC6HryueC4ROQIZb6TWrT8?authuser=0&hl=id&rclk=1,10000,nahwatravel.co.id,https://nahwatravel.co.id/teluk-bidadari
31,Pantai Ngliyep Malang,4.5,5124,Pantai Ngliyep Malang,-8.3835873,112.4242054,https://www.google.com/maps/place/Pantai+Ngliyep+Malang/data=!4m7!3m6!1s0x2e78affaaaaaaaab:0x18eafdd0d21b044e!8m2!3d-8.3835873!4d112.4242054!16s%2Fg%2F11bbqy13dc!19sChIJq6qqqvqveC4RTgQb0tD96hg?authuser=0&hl=id&rclk=1,15000,ongistravel.com,https://ongistravel.com/pantai-ngliyep-malang/?srsltid=AfmBOoq6LzcFgaSZCklaexMnLZjGhdi2zQFd77ODF0uBi-2RchJsL4TD
32,Wisata Rowo Klampok,4.3,129,Wisata Rowo Klampok,-8.1634209,112.5105179,https://www.google.com/maps/place/Wisata+Rowo+Klampok/data=!4m7!3m6!1s0x2e7899cd163fee63:0x26748369438cbe2f!8m2!3d-8.1634209!4d112.5105179!16s%2Fg%2F11f793fdx9!19sChIJY-4_Fs2ZeC4RL76MQ2mDdCY?authuser=0&hl=id&rclk=1,10000,instagram.com,https://www.instagram.com/p/DUINYefEdj1/
33,Pantai Goa Pathuk ilang ꦥꦼꦱꦶꦱꦶꦂꦒꦸꦮꦥꦡꦸꦏ꧀ꦅꦭꦁ,4.6,77,Pantai Goa Pathuk ilang ꦥꦼꦱꦶꦱꦶꦂꦒꦸꦮꦥꦡꦸꦏ꧀ꦅꦭꦁ,-8.385381,112.4254267,https://www.google.com/maps/place/Pantai+Goa+Pathuk+ilang+%EA%A6%A5%EA%A6%BC%EA%A6%B1%EA%A6%B6%EA%A6%B1%EA%A6%B6%EA%A6%82%EA%A6%92%EA%A6%B8%EA%A6%AE%EA%A6%A5%EA%A6%A1%EA%A6%B8%EA%A6%8F%EA%A7%80%EA%A6%85%EA%A6%AD%EA%A6%81/data=!4m7!3m6!1s0x2e78b1d450786a67:0xb58ff38d129a7a9a!8m2!3d-8.385381!4d112.4254267!16s%2Fg%2F11cn5pfk0l!19sChIJZ2p4UNSxeC4RmnqaEo3zj7U?authuser=0&hl=id&rclk=1,10000,malang.suara.com,https://malang.suara.com/read/2024/07/13/150351/pantai-goa-pathuk-ilang-rute-harga-tiket-dan-aktivitas-seru-di-pantai-tersembunyi
34,Pantai Nglurung ꦥꦼꦱꦶꦱꦶꦂꦔ꧀ꦭꦸꦫꦸꦁ,4.5,23,Pantai Nglurung ꦥꦼꦱꦶꦱꦶꦂꦔ꧀ꦭꦸꦫꦸꦁ,-8.3774715,112.4082456,https://www.google.com/maps/place/Pantai+Nglurung+%EA%A6%A5%EA%A6%BC%EA%A6%B1%EA%A6%B6%EA%A6%B1%EA%A6%B6%EA%A6%82%EA%A6%94%EA%A7%80%EA%A6%AD%EA%A6%B8%EA%A6%AB%EA%A6%B8%EA%A6%81/data=!4m7!3m6!1s0x2e78b036629873fd:0x8088ae51719102c8!8m2!3d-8.3774715!4d112.4082456!16s%2Fg%2F11cm_5r03h!19sChIJ_XOYYjaweC4RyAKRcVGuiIA?authuser=0&hl=id&rclk=1,10000,sidita.disbudpar.jatimprov.go.id,https://sidita.disbudpar.jatimprov.go.id/destinasi/detail/8597867faf33d998cda63d4b21147daddbf03cf89e0f1a78725e446bcabf26911f72c3ff460474d7e690237ac4978209d56c7ce68ad717830d7a424c2a4b3d5f-2
35,Wisata Ngebrak,4.3,76,Wisata Ngebrak,-8.2348053,112.4070735,https://www.google.com/maps/place/Wisata+Ngebrak/data=!4m7!3m6!1s0x2e78bcc18a74d483:0x75f1f65ec8339208!8m2!3d-8.2348053!4d112.4070735!16s%2Fg%2F11c60mdcxf!19sChIJg9R0isG8eC4RCJIzyF728XU?authuser=0&hl=id&rclk=1,30000,traveloka.com,https://www.traveloka.com/id-id/explore/activities/tempat-wisata-di-malang-yang-murah-ta/532297
36,Pantai Ngledakan Ciut ꦥꦼꦱꦶꦱꦶꦂꦔ꧀ꦭꦼꦢꦏꦤ꧀ꦕꦶꦪꦸꦠ꧀,4.7,50,Pantai Ngledakan Ciut ꦥꦼꦱꦶꦱꦶꦂꦔ꧀ꦭꦼꦢꦏꦤ꧀ꦕꦶꦪꦸꦠ꧀,-8.3931388,112.4387552,https://www.google.com/maps/place/Pantai+Ngledakan+Ciut+%EA%A6%A5%EA%A6%BC%EA%A6%B1%EA%A6%B6%EA%A6%B1%EA%A6%B6%EA%A6%82%EA%A6%94%EA%A7%80%EA%A6%AD%EA%A6%BC%EA%A6%A2%EA%A6%8F%EA%A6%A4%EA%A7%80%EA%A6%95%EA%A6%B6%EA%A6%AA%EA%A6%B8%EA%A6%A0%EA%A7%80/data=!4m7!3m6!1s0x2e78ae250d6bb467:0x75c7f3caaadbe73e!8m2!3d-8.3931388!4d112.4387552!16s%2Fg%2F11cn6dqt4v!19sChIJZ7RrDSWueC4RPufbqsrzx3U?authuser=0&hl=id&rclk=1,5000,pantainesia.com,https://www.pantainesia.com/pantai-ngledakan-ciut
37,Pantai Modangan,4.5,52,Pantai Modangan,-8.3488687,112.3590898,https://www.google.com/maps/place/Pantai+Modangan/data=!4m7!3m6!1s0x2e78b1bc4f7ce9e3:0x46c26106b64c32ca!8m2!3d-8.3488687!4d112.3590898!16s%2Fg%2F11mq5jfv6x!19sChIJ4-l8T7yxeC4RyjJMtgZhwkY?authuser=0&hl=id&rclk=1,10000,traveloka.com,https://www.traveloka.com/id-id/explore/destination/pantai-modangan-acc/370315
38,Pantai Banyu Anjlok,4.5,1026,Pantai Banyu Anjlok,-8.3720682,112.8210105,https://www.google.com/maps/place/Pantai+Banyu+Anjlok/data=!4m7!3m6!1s0x2dd60f5e99793a15:0x57be5ceb626e4b78!8m2!3d-8.3720682!4d112.8210105!16s%2Fg%2F11b6d00h4v!19sChIJFTp5mV4P1i0ReEtuYutcvlc?authuser=0&hl=id&rclk=1,10000,nahwatravel.co.id,https://nahwatravel.co.id/pantai-banyu-anjlok
39,Gunung Geger,4.4,263,Gunung Geger,-8.2299345,112.5526712,https://www.google.com/maps/place/Gunung+Geger/data=!4m7!3m6!1s0x2e78a115bfa82681:0x64a9351fc4a9c54a!8m2!3d-8.2299345!4d112.5526712!16s%2Fg%2F11c5bh67b3!19sChIJgSaovxWheC4RSsWpxB81qWQ?authuser=0&hl=id&rclk=1,2500,jogjasuper.co.id,https://www.jogjasuper.co.id/purworejo/wisata/geger-menjangan/
40,Gua Maria Sendang Purwaningsih,4.7,294,Tujuan Wisata · PCC6+3C8,-8.2798489,112.4110693,https://www.google.com/maps/place/Gua+Maria+Sendang+Purwaningsih/data=!4m7!3m6!1s0x2e78bb40b2f4be09:0xeb99d0b1ece4abb7!8m2!3d-8.2798489!4d112.4110693!16s%2Fg%2F11cn77t7_j!19sChIJCb70skC7eC4Rt6vk7LHQmes?authuser=0&hl=id&rclk=1,0,naskarpiejastrzebiagora.pl,https://naskarpiejastrzebiagora.pl/gua-maria-malang/
41,Tempat Wisata Mancing ikan air tawar di tengah bendungan,4.7,25,Wisata Umum,-8.177891,112.483423,https://www.google.com/maps/place/Tempat+Wisata+Mancing+ikan+air+tawar+di+tengah+bendungan/data=!4m7!3m6!1s0x2e78a3e9879329d9:0x639e196868c95626!8m2!3d-8.177891!4d112.483423!16s%2Fg%2F11q2sxrtqd!19sChIJ2SmTh-mjeC4RJlbJaGgZnmM?authuser=0&hl=id&rclk=1,20000,instagram.com,https://www.instagram.com/p/DDeFbG7TR7n/
42,Wisata Payung Batu,4.5,1263,Wisata Payung Batu,-7.8656156,112.4888066,https://www.google.com/maps/place/Wisata+Payung+Batu/data=!4m7!3m6!1s0x2e78876d63477383:0x911258b2e7a9a820!8m2!3d-7.8656156!4d112.4888066!16s%2Fg%2F11bwpbstlr!19sChIJg3NHY22HeC4RIKip57JYEpE?authuser=0&hl=id&rclk=1,10000,nagantour.com,https://nagantour.com/paralayang-batu/
43,Taman Merak Pujon Rafting,4.0,194,Taman Merak Pujon Rafting,-7.8549521,112.4390518,https://www.google.com/maps/place/Taman+Merak+Pujon+Rafting/data=!4m7!3m6!1s0x2e7887737d67f3c7:0x92e83e5513cbe70d!8m2!3d-7.8549521!4d112.4390518!16s%2Fg%2F11t5sxz7y9!19sChIJx_NnfXOHeC4RDefLE1U-6JI?authuser=0&hl=id&rclk=1,15000,id.trip.com,https://id.trip.com/travel-guide/attraction/pujon/taman-merak-pujon-rafting-137962349/
44,Air Terjun Sumber Pitu Pujon,4.4,561,Wisata Umum,-7.8955192,112.4621553,https://www.google.com/maps/place/Air+Terjun+Sumber+Pitu+Pujon/data=!4m7!3m6!1s0x2e7887903691abdd:0x2f593e7d00c8ed9d!8m2!3d-7.8955192!4d112.4621553!16s%2Fg%2F11bwc1dk_2!19sChIJ3auRNpCHeC4Rne3IAH0-WS8?authuser=0&hl=id&rclk=1,5000,paketwisatabromo.co.id,https://www.paketwisatabromo.co.id/air-terjun-sumber-pitu/
45,Florawisata Santerra De Laponte,4.6,26464,Florawisata Santerra De Laponte,-7.8542907,112.4857585,https://www.google.com/maps/place/Florawisata+Santerra+De+Laponte/data=!4m7!3m6!1s0x2e78876ffdc1c6f5:0x700544497a18f08f!8m2!3d-7.8542907!4d112.4857585!16s%2Fg%2F11fqy22d4x!19sChIJ9cbB_W-HeC4Rj_AYeklEBXA?authuser=0&hl=id&rclk=1,30000,travelspromo.com,https://travelspromo.com/htm-wisata/tiket-santerra-de-laponte/
46,Bumi Perkemahan Coban Manan,4.7,158,Taman ·  · 4F44+RFH,-7.8929275,112.4562485,https://www.google.com/maps/place/Bumi+Perkemahan+Coban+Manan/data=!4m7!3m6!1s0x2e78864bbfab4b59:0xac271e9d59d3f172!8m2!3d-7.8929275!4d112.4562485!16s%2Fg%2F11c0xp3tql!19sChIJWUurv0uGeC4RcvHTWZ0eJ6w?authuser=0&hl=id&rclk=1,3000,matic.malangkab.go.id,https://matic.malangkab.go.id/listing/coban-manan
47,Agrowisata Telaga Madiredo,4.5,1197,Agrowisata Telaga Madiredo,-7.8249722,112.4598137,https://www.google.com/maps/place/Agrowisata+Telaga+Madiredo/data=!4m7!3m6!1s0x2e787d1403b88e53:0x25d4f93ce68092e8!8m2!3d-7.8249722!4d112.4598137!16s%2Fg%2F11hctj91kv!19sChIJU464AxR9eC4R6JKA5jz51CU?authuser=0&hl=id&rclk=1,10000,detik.com,https://www.detik.com/jatim/wisata/d-7342619/harga-tiket-telaga-madiredo-pujon-malang-2024-lokasi-dan-rutenya
48,Cafe Sawah Pujonkidul,4.5,19047,Wisata Umum,-7.8545719,112.4538339,https://www.google.com/maps/place/Cafe+Sawah+Pujonkidul/data=!4m7!3m6!1s0x2e7887d13e8a45af:0x8e78de01de79888f!8m2!3d-7.8545719!4d112.4538339!16s%2Fg%2F11c5hj7jyk!19sChIJr0WKPtGHeC4Rj4h53gHeeI4?authuser=0&hl=id&rclk=1,12500,detik.com,https://www.detik.com/jatim/wisata/d-7319495/cafe-sawah-pujon-kidul-malang-daya-tarik-tiket-masuk-dan-lokasi
49,Watu Gajah PUJON Gussari,4.1,85,Wisata Umum,-7.8623064,112.428148,https://www.google.com/maps/place/Watu+Gajah+PUJON+Gussari/data=!4m7!3m6!1s0x2e7888083d918d85:0xeb73f310561c8ed3!8m2!3d-7.8623064!4d112.428148!16s%2Fg%2F11gcm05cgw!19sChIJhY2RPQiIeC4R044cVhDzc-s?authuser=0&hl=id&rclk=1,20000,niagatour.com,https://niagatour.com/watu-gajah-park/
50,The Roudh 78,4.2,215,Wisata Umum,-7.8549644,112.4541328,https://www.google.com/maps/place/The+Roudh+78/data=!4m7!3m6!1s0x2e78878cbcec08f3:0xd2b94ceae7ea91cb!8m2!3d-7.8549644!4d112.4541328!16s%2Fg%2F11f3bdk5p6!19sChIJ8wjsvIyHeC4Ry5Hq5-pMudI?authuser=0&hl=id&rclk=1,5000,matic.malangkab.go.id,https://matic.malangkab.go.id/listing/the-roudh-78
51,Camping Outbound Pujon Pondok Koeboed,4.9,50,Wisata Umum,-7.8573134,112.4269744,https://www.google.com/maps/place/Camping+Outbound+Pujon+Pondok+Koeboed/data=!4m7!3m6!1s0x2e788926deb00127:0x999d1fffcc58a52e!8m2!3d-7.8573134!4d112.4269744!16s%2Fg%2F11vjvym3qy!19sChIJJwGw3iaJeC4RLqVYzP8fnZk?authuser=0&hl=id&rclk=1,10000,instagram.com,https://www.instagram.com/p/DME2F-2RePp/
